2.000000000000000000e+00 4.000000000000000000e+00 1.768328178247795976e-16
1.999999999999999112e+00 4.199999999999997513e+00 4.658039183380895536e-16
1.999999999999999112e+00 4.399999999999997691e+00 1.252866459967711164e-15
2.000000000000000000e+00 4.599999999999994316e+00 3.448017641845694703e-15
1.999999999999999556e+00 4.799999999999986500e+00 9.732062377634489526e-15
2.000000000000000000e+00 4.999999999999967137e+00 2.824565592533209928e-14
1.999999999999999556e+00 5.199999999999898925e+00 8.455077982905266966e-14
2.000000000000000888e+00 5.399999999999697486e+00 2.619520822410954573e-13
2.000000000000000000e+00 5.599999999999043077e+00 8.434385401031851007e-13
2.000000000000000000e+00 5.799999999996932054e+00 2.836293542227422672e-12
2.000000000000000000e+00 5.999999999989978683e+00 1.002109270768536295e-11
1.999999999999999556e+00 6.199999999967102049e+00 3.747718364211361858e-11
2.000000000000000888e+00 6.399999999895170433e+00 1.497578840664783360e-10
2.000000000000000000e+00 6.599999999713343612e+00 6.472905231681416426e-10
1.999999999999999556e+00 6.799999999794901662e+00 3.076466940600671101e-09
2.000000000000000000e+00 7.000000008227625692e+00 1.645525001118848241e-08
2.000000000000000000e+00 7.200000143529884156e+00 1.025213528339236979e-07
2.000000000000000000e+00 7.400002333263435261e+00 7.864936050785710919e-07
1.999999999999999556e+00 7.600050967832273408e+00 8.220653963540000331e-06
2.000000000000000000e+00 7.802369803983324026e+00 1.472100453211812104e-04
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.999999999999999556e+00 3.011300345264310341e+00 2.197778851179929827e-01
2.000000000000000000e+00 1.271466759296060367e+01 1.631908336832456285e+00
2.000000000000000000e+00 3.209771031160619348e+00 5.605311408414348495e-01
1.999999999999998668e+00 4.084148131627055811e+00 8.767441479139490568e-01
2.000000000000000888e+00 7.642571632198754905e+00 1.910642908049688948e+00
2.000000000000000000e+00 3.342340804314703373e+00 9.412117543779499051e-01
2.000000000000000888e+00 3.109369035369291545e+00 9.643941261130706266e-01
2.000000000000000888e+00 5.007922549941114632e+00 1.683479681939380912e+00
1.999999999999999556e+00 5.155411723887212361e+00 1.855948220599396681e+00
1.999999999999999556e+00 3.354063932738465592e+00 1.281138421865952726e+00
2.000000000000000888e+00 2.910604063466783575e+00 1.170938572990747994e+00
1.999999999999999556e+00 3.479033983702677801e+00 1.465370785209166637e+00
2.000000000000000000e+00 4.403240699180988038e+00 1.932262591451109568e+00
2.000000000000000888e+00 4.154506964703011285e+00 1.891622666784599449e+00
1.999999999999999112e+00 3.276024349159200710e+00 1.542316252044526603e+00
2.000000000000000888e+00 2.863317871385930857e+00 1.389680612533556570e+00
2.000000000000000888e+00 2.968185801157973369e+00 1.481287933039995064e+00
1.999999999999997780e+00 3.416404314920048257e+00 1.749236603855615080e+00
2.000000000000000000e+00 3.780691292621717103e+00 1.982113919448105221e+00
2.000000000000000000e+00 3.608798399352579178e+00 1.933949233506504051e+00
2.000000000000000000e+00 3.151014157070536559e+00 1.723411475467314435e+00
2.000000000000000888e+00 2.833706393804503509e+00 1.579619113676162812e+00
2.000000000000001776e+00 2.774291974651909243e+00 1.574246314778630751e+00
1.999999999999998668e+00 2.935190598955732977e+00 1.693545373195363801e+00
1.999999999999998224e+00 3.195835749874874843e+00 1.873043882597286824e+00
1.999999999999998668e+00 3.349792548977740925e+00 1.992450089187526308e+00
1.999999999999999112e+00 3.257650826284353318e+00 1.964800019403099229e+00
2.000000000000000000e+00 3.011666494628555846e+00 1.840493289793573073e+00
1.999999999999999556e+00 2.789659110621760085e+00 1.726190616598741734e+00
1.999999999999999556e+00 2.685663324792911588e+00 1.681591720401403700e+00
2.000000000000000000e+00 2.711906382233586488e+00 1.717188489351611835e+00
1.999999999999999556e+00 2.833902170648151309e+00 1.813697389214816269e+00
2.000000000000000000e+00 2.979054200008900644e+00 1.926083104710607952e+00
1.999999999999998668e+00 3.055221458828651482e+00 1.994581107773212292e+00
1.999999999999998668e+00 3.010632891116116649e+00 1.983760443552853747e+00
2.000000000000000888e+00 2.876876374357726363e+00 1.912484933534244647e+00
1.999999999999999556e+00 2.730036639544843435e+00 1.830313350154129326e+00
1.999999999999999112e+00 2.629756284592626780e+00 1.777452884173672754e+00
2.000000000000000888e+00 2.600296423868992957e+00 1.771276451581466516e+00
1.999999999999999112e+00 2.637963051710154438e+00 1.810411622380904140e+00
1.999999999999999112e+00 2.718538290807993363e+00 1.879150941170692812e+00
2.000000000000000888e+00 2.802305677128690498e+00 1.950470238525986000e+00
2.000000000000000000e+00 2.846575661039810967e+00 1.994486693082173856e+00
2.000000000000000000e+00 2.827752211817702310e+00 1.994011938252515437e+00
2.000000000000000000e+00 2.755294908979538882e+00 1.954932748184582181e+00
2.000000000000000000e+00 2.661832900045298711e+00 1.899882226141127894e+00
2.000000000000000000e+00 2.581297462652754948e+00 1.853002602302685764e+00
2.000000000000000000e+00 2.535190609710302301e+00 1.830017867862945957e+00
1.999999999999998224e+00 2.530358189045216921e+00 1.836337512861691668e+00
2.000000000000000888e+00 2.561365054519922690e+00 1.868490625856130904e+00
2.000000000000000000e+00 2.613101065674315215e+00 1.915806134062917554e+00
2.000000000000000888e+00 2.664184601218051895e+00 1.962755083741036799e+00
1.999999999999999556e+00 2.693332454333816184e+00 1.993572692436464955e+00
2.000000000000001776e+00 2.687936676082142817e+00 1.998657835967321272e+00
1.999999999999999112e+00 2.649587254501687195e+00 1.978859064534419510e+00
2.000000000000000000e+00 2.591962997348367548e+00 1.944130063819903054e+00
2.000000000000000000e+00 2.533124537797008191e+00 1.907911285122330769e+00
1.999999999999999112e+00 2.488217257465655585e+00 1.881666733793475599e+00
2.000000000000000000e+00 2.465930705702829240e+00 1.872138564243681413e+00
1.999999999999999112e+00 2.468053851461850634e+00 1.880903649555487167e+00
1.999999999999999556e+00 2.490327161919411392e+00 1.904922138563698297e+00
1.999999999999999112e+00 2.523748364569427416e+00 1.937455784957964999e+00
2.000000000000000000e+00 2.556566868787038427e+00 1.969543860236181221e+00
2.000000000000001776e+00 2.577358062198566113e+00 1.992349562246640726e+00
2.000000000000000888e+00 2.578650498920306511e+00 1.999984777132765013e+00
2.000000000000000888e+00 2.559444814649243227e+00 1.991526432164445248e+00
2.000000000000000888e+00 2.525095617824194338e+00 1.971007842830463375e+00
2.000000000000000888e+00 2.484708301284481724e+00 1.945457056759697601e+00
1.999999999999999112e+00 2.447742925131532132e+00 1.922270730917136072e+00
2.000000000000000000e+00 2.421460854466388479e+00 1.907202243767937233e+00
1.999999999999999112e+00 2.409736185255187291e+00 1.903393380650472366e+00
2.000000000000000000e+00 2.412891286723420237e+00 1.911203360541607887e+00
2.000000000000000000e+00 2.428077212338599189e+00 1.928471049101920354e+00
2.000000000000000000e+00 2.449989684662324141e+00 1.951051712127717108e+00
2.000000000000000000e+00 2.471962426497881893e+00 1.973665997171637709e+00
2.000000000000000000e+00 2.487471496505953450e+00 1.991092662284636994e+00
2.000000000000000888e+00 2.491802868554773731e+00 1.999510918326371289e+00
2.000000000000000888e+00 2.483316262867437896e+00 1.997537235830096014e+00
2.000000000000001776e+00 2.463741467899988269e+00 1.986495340213110694e+00
